genename,Tot.var,at_least_1patho,Tot.mis.var,Frac.P,Frac.LP,Frac.P.LP,Frac.B,Frac.LB,Frac.B.LB,Frac.VUS,Frac.conflict,Len.of.Protein,cancer.gene,Norm.tot.mis.var,Ps_cnt,Ps_IR_cnt,Ps_b_cnt,Ps_p_cnt,p.ir,p.b,p.p,Bs_cnt,Bs_IR_cnt,Bs_b_cnt,Bs_p_cnt,b.ir,b.b,b.p,VUS_cnt,VUS_IR_cnt,VUS_b_cnt,VUS_p_cnt,vus.ir,vus.b,vus.p,gnomad_var,gnomad_revel,gnomad_revel_IR,gnomad_IR_frac,gnomad_mis,gnomad_mis_revel,gnomad_mis_revel_IR,gnomad_mis_revel_IR_frac
SLC16A14,1,N,0,0,0,0,0,0,0,0,0,510,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,234,64,0.273504274,223,223,63,0.282511211
SLC16A2,128,Y,59,0.186440678,0.101694915,0.033898305,0.016949153,0.084745763,0.033898305,0.491525424,0.050847458,608,N,0.097039474,19,8,5,6,0.421052632,0.263157895,0.315789474,11,2,9,0,0.181818182,0.818181818,0,32,7,16,9,0.21875,0.5,0.28125,369,164,13,0.079268293,159,159,13,0.081761006
SLC16A3,3,N,1,0,0,0,1,0,0,0,0,465,N,0.002150538,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,474,194,72,0.371134021,193,193,71,0.367875648
SLC16A4,1,N,1,0,0,0,1,0,0,0,0,487,N,0.002053388,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,580,235,68,0.289361702,218,218,68,0.311926606
SLC16A6,2,N,0,0,0,0,0,0,0,0,0,523,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,216,40,0.185185185,216,216,40,0.185185185
SLC16A7,3,N,1,0,0,0,1,0,0,0,0,478,N,0.00209205,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,639,233,92,0.394849785,251,251,93,0.370517928
SLC16A8,4,N,2,0,0,0,1,0,0,0,0,504,N,0.003968254,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1065,417,104,0.24940048,226,226,72,0.318584071
SLC16A9,2,N,1,0,0,0,1,0,0,0,0,509,N,0.001964637,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,518,240,67,0.279166667,237,237,66,0.278481013
SLC17A1,2,N,1,0,0,0,1,0,0,0,0,467,N,0.002141328,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,712,277,56,0.202166065,238,238,48,0.201680672
SLC17A3,2,N,2,0,0,0,0,0,0,0,0,420,N,0.004761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,298,64,0.214765101,25,25,6,0.24
SLC17A5,231,Y,47,0.042553191,0.106382979,0.042553191,0,0.255319149,0.042553191,0.446808511,0.063829787,568,N,0.082746479,9,3,0,6,0.333333333,0,0.666666667,2,0,2,0,0,1,0,20,5,9,6,0.25,0.45,0.3,637,234,69,0.294871795,233,233,68,0.291845494
SLC17A6,3,N,1,0,0,0,1,0,0,0,0,644,N,0.001552795,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,791,30,5,0.166666667,250,250,84,0.336
SLC17A7,7,N,2,0,0,0,0.5,0,0,0.5,0,560,N,0.003571429,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1245,129,30,0.23255814,180,180,48,0.266666667
SLC17A8,160,Y,39,0,0.025641026,0,0.025641026,0.051282051,0,0.846153846,0.051282051,589,N,0.066213922,1,1,0,0,1,0,0,3,0,2,1,0,0.666666667,0.333333333,32,15,14,3,0.46875,0.4375,0.09375,726,248,89,0.358870968,281,281,106,0.377224199
SLC17A9,13,Y,5,0.4,0,0,0.2,0.2,0,0.2,0,436,N,0.01146789,2,0,0,2,0,0,1,2,0,2,0,0,1,0,1,1,0,0,1,0,0,904,226,61,0.269911504,208,208,60,0.288461538
SLC18A2,52,Y,5,0.2,0.2,0,0.2,0.2,0,0.2,0,514,N,0.009727626,2,1,0,1,0.5,0,0.5,2,0,2,0,0,1,0,1,1,0,0,1,0,0,1057,394,164,0.416243655,241,241,79,0.32780083
SLC19A1,259,Y,61,0,0.016393443,0,0.114754098,0.163934426,0.098360656,0.573770492,0.032786885,591,N,0.10321489,1,0,0,1,0,0,1,43,9,33,1,0.209302326,0.76744186,0.023255814,37,16,19,2,0.432432432,0.513513514,0.054054054,1394,724,178,0.245856354,354,354,119,0.336158192
SLC19A2,128,Y,25,0.12,0.04,0,0.04,0,0.04,0.6,0.16,497,N,0.050301811,4,0,0,4,0,0,1,2,0,1,1,0,0.5,0.5,15,4,4,7,0.266666667,0.266666667,0.466666667,573,266,85,0.319548872,266,266,85,0.319548872
SLC19A3,360,Y,148,0.081081081,0.02027027,0.006756757,0.013513514,0.040540541,0.006756757,0.743243243,0.087837838,496,N,0.298387097,16,3,0,13,0.1875,0,0.8125,9,2,7,0,0.222222222,0.777777778,0,110,27,45,38,0.245454545,0.409090909,0.345454545,613,303,95,0.313531353,288,288,95,0.329861111
SLC1A1,158,Y,27,0.037037037,0.037037037,0,0.074074074,0,0,0.851851852,0,595,N,0.045378151,2,1,0,1,0.5,0,0.5,5,0,5,0,0,1,0,28,6,18,4,0.214285714,0.642857143,0.142857143,955,416,106,0.254807692,358,358,103,0.287709497
SLC1A2,36,Y,12,0.25,0.083333333,0,0.083333333,0.083333333,0.083333333,0.416666667,0,574,N,0.020905923,4,0,0,4,0,0,1,6,1,5,0,0.166666667,0.833333333,0,5,2,3,0,0.4,0.6,0,770,30,7,0.233333333,219,219,54,0.246575342
SLC1A3,136,Y,37,0.054054054,0,0,0.162162162,0.054054054,0.027027027,0.675675676,0.027027027,542,N,0.068265683,2,1,0,1,0.5,0,0.5,9,1,8,0,0.111111111,0.888888889,0,25,5,18,2,0.2,0.72,0.08,652,238,62,0.260504202,221,221,62,0.280542986
SLC1A4,55,Y,14,0.142857143,0.071428571,0,0.214285714,0.071428571,0,0.428571429,0.071428571,532,N,0.026315789,3,1,0,2,0.333333333,0,0.666666667,4,1,3,0,0.25,0.75,0,6,1,4,1,0.166666667,0.666666667,0.166666667,592,223,80,0.358744395,223,223,80,0.358744395
SLC1A5,3,N,2,0,0,0,0.5,0,0,0,0,541,N,0.003696858,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,712,193,52,0.269430052,166,166,49,0.295180723
SLC1A7,1,N,0,0,0,0,0,0,0,0,0,619,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,276,84,0.304347826,219,219,76,0.347031963
SLC20A1,1,N,1,0,0,0,1,0,0,0,0,718,N,0.001392758,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,776,348,90,0.25862069,279,279,87,0.311827957
SLC20A2,158,Y,35,0.085714286,0.171428571,0.028571429,0.142857143,0.114285714,0.085714286,0.371428571,0,652,N,0.053680982,10,1,0,9,0.1,0,0.9,12,4,6,2,0.333333333,0.5,0.166666667,13,6,2,5,0.461538462,0.153846154,0.384615385,840,295,122,0.413559322,263,263,112,0.425855513
SLC22A1,9,N,4,0,0,0,0.75,0,0,0.25,0,554,N,0.007220217,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,1,0,0,1,911,374,126,0.336898396,339,339,110,0.324483776
SLC22A11,2,N,0,0,0,0,0,0,0,0,0,550,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899,39,12,0.307692308,342,342,104,0.304093567
SLC22A12,131,Y,31,0.225806452,0.064516129,0,0,0.064516129,0,0.612903226,0.032258065,553,N,0.056057866,9,7,1,1,0.777777778,0.111111111,0.111111111,2,0,2,0,0,1,0,19,6,11,2,0.315789474,0.578947368,0.105263158,839,30,7,0.233333333,286,286,77,0.269230769
SLC22A14,5,N,3,0,0,0,1,0,0,0,0,594,N,0.005050505,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,869,339,94,0.277286136,338,338,93,0.275147929
SLC22A16,2,N,1,0,0,0,1,0,0,0,0,577,N,0.001733102,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,908,372,121,0.325268817,340,340,115,0.338235294
SLC22A17,2,N,0,0,0,0,0,0,0,0,0,538,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,789,301,90,0.299003322,247,247,72,0.291497976
SLC22A18,9,N,6,0,0,0,0.666666667,0.333333333,0,0,0,424,N,0.014150943,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,1005,55,16,0.290909091,272,272,95,0.349264706
SLC22A2,2,N,0,0,0,0,0,0,0,0,0,555,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,345,111,0.32173913,248,248,78,0.314516129
SLC22A23,3,N,0,0,0,0,0,0,0,0,0,686,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064,385,77,0.2,295,295,77,0.261016949
SLC22A3,4,N,0,0,0,0,0,0,0,0,0,622,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,282,107,0.379432624,280,280,107,0.382142857
SLC22A31,4,N,4,0,0,0,1,0,0,0,0,338,N,0.01183432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA
SLC22A4,20,Y,3,0,0.333333333,0,0.666666667,0,0,0,0,617,N,0.004862237,1,0,0,1,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,748,272,90,0.330882353,262,262,90,0.34351145
SLC22A5,584,Y,254,0.07480315,0.043307087,0.066929134,0.011811024,0.007874016,0.007874016,0.625984252,0.118110236,557,N,0.456014363,45,10,1,34,0.222222222,0.022222222,0.755555556,7,2,5,0,0.285714286,0.714285714,0,156,60,49,47,0.384615385,0.314102564,0.301282051,838,351,134,0.381766382,336,336,134,0.398809524
SLC22A6,1,N,0,0,0,0,0,0,0,0,0,563,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,38,13,0.342105263,300,300,96,0.32
SLC22A7,1,N,0,0,0,0,0,0,0,0,0,548,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,164,36,0.219512195,130,130,36,0.276923077
SLC22A8,4,N,2,0,0,0,1,0,0,0,0,542,N,0.003690037,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,709,39,8,0.205128205,274,274,85,0.310218978
SLC23A1,5,N,2,0,0,0,1,0,0,0,0,598,N,NA,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,701,259,85,0.328185328,197,197,81,0.411167513
SLC23A2,8,N,1,0,0,0,0,1,0,0,0,650,N,0.001538462,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,819,290,63,0.217241379,190,190,56,0.294736842
SLC23A3,1,N,1,0,0,0,1,0,0,0,0,610,N,0.001639344,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1440,590,63,0.106779661,230,230,25,0.108695652
SLC24A1,289,Y,135,0,0.007407407,0,0.02962963,0.022222222,0.022222222,0.888888889,0.02962963,1099,N,0.122838944,1,0,1,0,0,1,0,11,0,11,0,0,1,0,120,27,79,14,0.225,0.658333333,0.116666667,1121,506,86,0.169960474,478,478,84,0.175732218
SLC24A2,1,N,1,0,0,0,0,0,1,0,0,661,N,0.001512859,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,914,367,122,0.332425068,364,364,120,0.32967033
SLC24A3,2,N,0,0,0,0,0,0,0,0,0,644,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,237,76,0.320675105,237,237,76,0.320675105
SLC24A4,63,Y,12,0.166666667,0,0,0.416666667,0.333333333,0,0.083333333,0,622,N,0.019292605,4,0,2,2,0,0.5,0.5,21,3,18,0,0.142857143,0.857142857,0,1,0,1,0,0,1,0,1124,484,139,0.287190083,335,335,121,0.36119403
SLC24A5,6,Y,2,0,0,0,0.5,0,0,0.5,0,500,N,0.004,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,233,78,22,0.282051282,78,78,22,0.282051282
SLC25A1,72,Y,25,0.24,0.04,0,0.08,0.04,0,0.6,0,311,N,0.080385852,7,0,0,7,0,0,1,0,0,0,0,0,0,0,15,3,4,8,0.2,0.266666667,0.533333333,707,182,52,0.285714286,128,128,42,0.328125
SLC25A10,9,Y,3,0,0,0,0.666666667,0.333333333,0,0,0,406,N,0.007389163,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,692,169,55,0.325443787,169,169,55,0.325443787
SLC25A11,6,Y,3,1,0,0,0,0,0,0,0,314,N,0.00955414,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,481,90,0.187110187,105,105,56,0.533333333
SLC25A12,186,Y,97,0.010309278,0.010309278,0,0.020618557,0.010309278,0,0.927835052,0.010309278,717,N,0.135285914,2,0,0,2,0,0,1,3,0,2,1,0,0.666666667,0.333333333,90,41,29,20,0.455555556,0.322222222,0.222222222,907,229,94,0.410480349,41,41,16,0.390243902
SLC25A13,359,Y,81,0.012345679,0.086419753,0,0,0.012345679,0,0.827160494,0.061728395,675,N,0.12,8,1,1,6,0.125,0.125,0.75,1,0,1,0,0,1,0,67,25,10,32,0.373134328,0.149253731,0.47761194,1315,349,139,0.398280802,348,348,138,0.396551724
SLC25A15,236,Y,52,0.173076923,0.096153846,0.038461538,0.038461538,0.019230769,0,0.5,0.134615385,301,N,0.172757475,15,1,0,14,0.066666667,0,0.933333333,3,1,2,0,0.333333333,0.666666667,0,26,14,4,8,0.538461538,0.153846154,0.307692308,458,162,66,0.407407407,162,162,66,0.407407407
SLC25A16,2,Y,2,0,0.5,0,0,0,0,0,0.5,403,N,0.004962779,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,160,61,0.38125,13,13,5,0.384615385
SLC25A19,98,Y,32,0.15625,0.09375,0,0,0,0,0.59375,0.15625,320,N,0.1,8,3,0,5,0.375,0,0.625,0,0,0,0,0,0,0,19,5,10,4,0.263157895,0.526315789,0.210526316,344,143,45,0.314685315,143,143,45,0.314685315
SLC25A20,103,Y,33,0.090909091,0.03030303,0,0,0,0.03030303,0.818181818,0.03030303,301,N,0.109634551,3,0,0,3,0,0,1,1,0,1,0,0,1,0,27,12,1,14,0.444444444,0.037037037,0.518518519,464,153,54,0.352941176,152,152,53,0.348684211
SLC25A21,2,Y,1,1,0,0,0,0,0,0,0,299,N,0.003344482,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,261,89,0.340996169,151,151,41,0.271523179
SLC25A22,344,Y,95,0.031578947,0.010526316,0,0.010526316,0.010526316,0.010526316,0.873684211,0.052631579,323,N,0.294117647,4,1,0,3,0.25,0,0.75,7,0,7,0,0,1,0,83,34,20,29,0.409638554,0.240963855,0.34939759,1608,76,21,0.276315789,170,170,72,0.423529412
SLC25A23,3,N,0,0,0,0,0,0,0,0,0,468,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033,262,56,0.213740458,241,241,60,0.248962656
SLC25A24,42,Y,8,0.25,0.125,0,0.125,0.125,0,0.375,0,477,N,0.016771488,3,0,0,3,0,0,1,2,1,1,0,0.5,0.5,0,3,1,2,0,0.333333333,0.666666667,0,687,252,75,0.297619048,49,47,10,0.212765957
SLC25A25,3,Y,1,1,0,0,0,0,0,0,0,469,N,0.002132196,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,499,171,0.342685371,302,302,126,0.417218543
SLC25A26,73,Y,8,0.375,0,0,0.375,0.125,0,0.125,0,274,N,0.02919708,3,1,0,2,0.333333333,0,0.666666667,10,0,9,1,0,0.9,0.1,1,0,1,0,0,1,0,525,176,48,0.272727273,67,67,25,0.373134328
SLC25A27,1,N,0,0,0,0,0,0,0,0,0,323,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,135,48,0.355555556,78,78,38,0.487179487
SLC25A3,91,Y,10,0.2,0,0,0,0.2,0,0.6,0,362,N,0.027624309,2,0,0,2,0,0,1,3,0,3,0,0,1,0,6,2,3,1,0.333333333,0.5,0.166666667,670,185,70,0.378378378,156,156,79,0.506410256
SLC25A32,31,Y,3,0.333333333,0,0,0.666666667,0,0,0,0,315,N,0.00952381,1,0,0,1,0,0,1,3,0,2,1,0,0.666666667,0.333333333,0,0,0,0,0,0,0,749,356,63,0.176966292,168,168,51,0.303571429
SLC25A37,2,N,1,0,0,0,1,0,0,0,0,338,N,0.00295858,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,510,229,71,0.310043668,66,65,24,0.369230769
SLC25A38,139,Y,32,0.5,0,0.0625,0,0.03125,0.0625,0.25,0.09375,304,N,0.105263158,17,1,0,16,0.058823529,0,0.941176471,2,0,2,0,0,1,0,8,4,2,2,0.5,0.25,0.25,448,173,57,0.329479769,166,166,53,0.319277108
SLC25A4,130,Y,24,0.291666667,0.125,0,0,0.083333333,0.041666667,0.416666667,0.041666667,367,N,0.065395095,10,0,0,10,0,0,1,3,2,1,0,0.666666667,0.333333333,0,10,3,0,7,0.3,0,0.7,334,106,49,0.462264151,105,105,49,0.466666667
SLC25A42,16,Y,1,0,0,1,0,0,0,0,0,388,N,0.00257732,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,91,24,0.263736264,121,121,33,0.272727273
SLC25A46,198,Y,96,0.0625,0.020833333,0,0.010416667,0.03125,0,0.822916667,0.052083333,418,N,0.229665072,8,2,0,6,0.25,0,0.75,4,1,3,0,0.25,0.75,0,79,29,30,20,0.367088608,0.379746835,0.253164557,544,224,88,0.392857143,223,223,88,0.394618834
SLC25A47,1,N,1,0,0,0,1,0,0,0,0,308,N,0.003246753,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,312,98,39,0.397959184,97,97,38,0.391752577
SLC25A53,1,N,1,0,0,0,0,1,0,0,0,377,N,0.00265252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,106,40,0.377358491,105,105,39,0.371428571
SLC25A6,8,N,0,0,0,0,0,0,0,0,0,367,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,117,82,0.700854701,117,117,82,0.700854701
SLC26A1,2,N,0,0,0,0,0,0,0,0,0,701,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,13,1,0.076923077,13,13,1,0.076923077
SLC26A2,363,Y,89,0.08988764,0.06741573,0.011235955,0.02247191,0.08988764,0.02247191,0.595505618,0.101123596,739,N,0.120433018,15,1,0,14,0.066666667,0,0.933333333,12,6,4,2,0.5,0.333333333,0.166666667,53,7,13,33,0.132075472,0.245283019,0.622641509,606,375,109,0.290666667,375,375,109,0.290666667
SLC26A3,168,Y,54,0.018518519,0.277777778,0,0.055555556,0.055555556,0.12962963,0.462962963,0,764,N,0.070680628,16,3,0,13,0.1875,0,0.8125,13,6,7,0,0.461538462,0.538461538,0,25,7,10,8,0.28,0.4,0.32,1166,401,169,0.421446384,395,395,166,0.420253165
SLC26A4,699,Y,224,0.129464286,0.151785714,0.098214286,0.017857143,0.022321429,0.026785714,0.401785714,0.111607143,780,N,0.287179487,85,11,1,73,0.129411765,0.011764706,0.858823529,15,6,5,4,0.4,0.333333333,0.266666667,90,32,10,48,0.355555556,0.111111111,0.533333333,1336,543,205,0.377532228,537,537,203,0.378026071
SLC26A5,103,Y,17,0.058823529,0,0,0.058823529,0.235294118,0.117647059,0.352941176,0.117647059,744,N,0.022849462,1,0,0,1,0,0,1,7,2,4,1,0.285714286,0.571428571,0.142857143,6,3,3,0,0.5,0.5,0,1020,360,134,0.372222222,358,358,134,0.374301676
SLC26A6,23,N,10,0,0,0,0.2,0,0,0.8,0,759,N,0.013175231,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,8,2,2,4,0.25,0.25,0.5,1101,373,89,0.238605898,NA,NA,NA,NA
SLC26A7,4,N,3,0,0,0,0.666666667,0,0,0.333333333,0,656,N,0.004573171,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,1,0,0,1,0,0,1005,418,156,0.373205742,356,356,150,0.421348315
SLC26A8,34,Y,12,0.25,0,0,0.583333333,0.166666667,0,0,0,970,N,0.012371134,3,3,0,0,1,0,0,9,0,9,0,0,1,0,0,0,0,0,0,0,0,1139,447,176,0.393736018,446,446,176,0.394618834
SLC26A9,6,N,2,0,0,0,1,0,0,0,0,791,N,0.002528445,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1485,511,193,0.377690802,511,511,193,0.377690802
SLC27A1,6,N,1,0,0,0,1,0,0,0,0,646,N,0.001547988,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1132,303,72,0.237623762,408,408,103,0.25245098
SLC27A2,1,N,0,0,0,0,0,0,0,0,0,620,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,362,92,0.254143646,362,362,92,0.254143646
SLC27A3,11,N,1,0,0,0,0,0,0,0,0,683,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,807,165,0.204460967,561,561,126,0.22459893
SLC27A4,52,Y,16,0.4375,0.0625,0,0.0625,0,0,0.0625,0,643,N,0.024883359,8,2,0,6,0.25,0,0.75,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1161,462,130,0.281385281,404,404,120,0.297029703
SLC27A5,117,N,71,0,0,0,0.084507042,0.056338028,0.028169014,0.830985915,0,690,N,0.102898551,0,0,0,0,0,0,0,12,2,10,0,0.166666667,0.833333333,0,59,11,45,3,0.186440678,0.762711864,0.050847458,1262,424,75,0.176886792,411,411,86,0.209245742
SLC28A1,5,N,3,0,0,0,0,0,0,0,0,649,N,0.004622496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,433,121,0.279445727,408,408,120,0.294117647
SLC28A2,2,N,2,0,0,0,1,0,0,0,0,658,N,0.003039514,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,1033,358,93,0.259776536,357,357,93,0.260504202
SLC28A3,5,N,1,0,0,0,1,0,0,0,0,725,N,0.00137931,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,991,328,79,0.240853659,327,327,79,0.241590214
SLC29A1,7,Y,1,1,0,0,0,0,0,0,0,456,N,0.002192982,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,263,63,0.239543726,263,263,63,0.239543726
SLC29A3,226,Y,107,0.065420561,0.009345794,0.009345794,0.065420561,0.028037383,0.018691589,0.785046729,0.009345794,475,N,0.225263158,9,3,0,6,0.333333333,0,0.666666667,12,1,11,0,0.083333333,0.916666667,0,83,31,51,1,0.373493976,0.614457831,0.012048193,784,299,90,0.301003344,299,299,90,0.301003344
SLC29A4,10,N,5,0,0,0,0.8,0.2,0,0,0,530,N,0.009433962,0,0,0,0,0,0,0,5,1,4,0,0.2,0.8,0,0,0,0,0,0,0,0,1643,530,136,0.256603774,427,427,117,0.274004684
SLC2A1,604,Y,233,0.13304721,0.107296137,0.042918455,0.004291845,0.021459227,0.008583691,0.583690987,0.094420601,492,N,0.473577236,65,12,0,53,0.184615385,0,0.815384615,14,3,10,1,0.214285714,0.714285714,0.071428571,135,38,30,67,0.281481481,0.222222222,0.496296296,725,235,53,0.225531915,77,77,20,0.25974026
SLC2A10,373,Y,163,0.018404908,0.006134969,0.012269939,0.036809816,0.036809816,0.006134969,0.742331288,0.141104294,541,N,0.3012939,6,0,0,6,0,0,1,13,2,11,0,0.153846154,0.846153846,0,121,40,46,35,0.330578512,0.380165289,0.289256198,691,346,112,0.323699422,345,345,111,0.32173913
SLC2A12,1,N,0,0,0,0,0,0,0,0,0,673,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,252,77,0.305555556,251,251,76,0.302788845
SLC2A14,1,N,0,0,0,0,0,0,0,0,0,520,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,217,63,0.290322581,230,230,74,0.32173913
SLC2A2,147,Y,28,0.071428571,0.071428571,0,0.107142857,0.035714286,0.071428571,0.535714286,0.107142857,524,N,0.053435115,4,0,0,4,0,0,1,6,2,4,0,0.333333333,0.666666667,0,14,6,6,2,0.428571429,0.428571429,0.142857143,669,236,82,0.347457627,234,234,80,0.341880342
SLC2A3,6,N,1,0,0,0,0,1,0,0,0,496,N,0.002016129,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,718,219,65,0.296803653,240,240,70,0.291666667
SLC2A4,3,N,1,0,0,0,0,0,0,1,0,509,N,0.001964637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,87,10,5,0.5,10,10,5,0.5
SLC2A4RG,3,N,2,0,0,0,0.5,0.5,0,0,0,459,N,0.004357298,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,452,198,18,0.090909091,NA,NA,NA,NA
SLC2A5,19,N,3,0,0,0,0.333333333,0.333333333,0,0,0,501,N,0.005988024,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,773,274,81,0.295620438,121,121,33,0.272727273
SLC2A6,3,N,2,0,0,0,1,0,0,0,0,507,N,0.003944773,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,324,115,29,0.252173913,100,100,28,0.28
SLC2A7,3,N,2,0,0,0,1,0,0,0,0,583,N,0.003430532,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,945,336,127,0.37797619,336,336,127,0.37797619
SLC2A8,1,N,0,0,0,0,0,0,0,0,0,477,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,235,82,0.34893617,122,122,48,0.393442623
